symbol,day,labels,event_count
ZBTUSDT,2025-12-24,core_trade,1
POWERUSDT,2025-12-25,core_trade,1
ZBTUSDT,2025-12-25,core_trade,1
BEATUSDT,2025-12-26,core_trade,1
FOLKSUSDT,2025-12-26,core_trade,1
ZBTUSDT,2025-12-26,core_trade,1
ONTUSDT,2025-12-29,core_trade,1
BEATUSDT,2025-12-30,core_trade,1
LITUSDT,2025-12-30,core_trade,1
OPENUSDT,2025-12-30,core_trade,1
ZBTUSDT,2025-12-30,core_trade,1
MONUSDT,2026-01-02,core_trade,1
BLESSUSDT,2026-01-03,core_trade,1
BUSDT,2026-01-03,core_trade,1
CLOUSDT,2026-01-03,core_trade,1
MYXUSDT,2026-01-03,core_trade,1
PIEVERSEUSDT,2026-01-03,core_trade,1
RIVERUSDT,2026-01-05,core_trade,1
CLOUSDT,2026-01-06,core_trade,1
PIPPINUSDT,2026-01-06,core_trade,1
BABYUSDT,2026-01-07,core_trade,1
FHEUSDT,2026-01-07,core_trade,1
GUNUSDT,2026-01-08,core_trade,1
币安人生USDT,2026-01-08,core_trade,1
SAHARAUSDT,2026-01-11,core_trade,1
1000SATSUSDT,2026-01-13,core_trade,1
DASHUSDT,2026-01-13,core_trade,1
FOLKSUSDT,2026-01-13,core_trade,1
BERAUSDT,2026-01-14,core_trade,1
DASHUSDT,2026-01-14,core_trade,1
GUNUSDT,2026-01-14,core_trade,1
币安人生USDT,2026-01-14,core_trade,1
币安人生USDT,2026-01-15,core_trade,1
RIVERUSDT,2026-01-16,core_trade,1
FHEUSDT,2026-01-17,core_trade,1
RIVERUSDT,2026-01-17,core_trade,1
AIXBTUSDT,2026-01-18,core_trade,1
DUSDT,2026-01-18,core_trade,1
FETUSDT,2026-01-18,core_trade,1
GIGGLEUSDT,2026-01-18,core_trade,1
NILUSDT,2026-01-18,core_trade,1
STOUSDT,2026-01-18,core_trade,1
AIXBTUSDT,2026-01-19,core_trade,1
DUSKUSDT,2026-01-19,core_trade,1
FETUSDT,2026-01-19,core_trade,1
GIGGLEUSDT,2026-01-19,core_trade,1
NILUSDT,2026-01-19,core_trade,1
GPSUSDT,2026-01-20,core_trade,1
FHEUSDT,2026-01-21,core_trade,1
NAORISUSDT,2026-01-21,core_trade,1
NAORISUSDT,2026-01-22,core_trade,1
RIVERUSDT,2026-01-22,core_trade,1
DUSKUSDT,2026-01-25,core_trade,1
NOMUSDT,2026-01-25,core_trade,1
SPACEUSDT,2026-01-25,core_trade,1
HMSTRUSDT,2026-01-26,core_trade,1
HMSTRUSDT,2026-01-27,core_trade,1
SPACEUSDT,2026-01-27,core_trade,1
RIVERUSDT,2026-01-28,core_trade,1
PLAYUSDT,2026-01-29,core_trade,1
RIVERUSDT,2026-01-29,core_trade,1
INITUSDT,2026-01-31,core_trade,1
RIVERUSDT,2026-01-31,core_trade,1
SWARMSUSDT,2026-01-31,core_trade,1
FLOCKUSDT,2026-02-01,core_trade,1
GWEIUSDT,2026-02-01,core_trade,1
MEGAUSDT,2026-02-01,core_trade,1
RIVERUSDT,2026-02-01,core_trade,1
币安人生USDT,2026-02-01,core_trade,1
CLOUSDT,2026-02-04,core_trade,1
COAIUSDT,2026-02-04,core_trade,1
4USDT,2026-02-06,core_trade,1
AIOUSDT,2026-02-06,core_trade,1
EVAAUSDT,2026-02-06,core_trade,1
PUMPUSDT,2026-02-06,core_trade,1
SIRENUSDT,2026-02-07,core_trade,1
AIOUSDT,2026-02-08,core_trade,1
FHEUSDT,2026-02-08,core_trade,1
SIRENUSDT,2026-02-08,core_trade,1
PIPPINUSDT,2026-02-09,core_trade,1
SIRENUSDT,2026-02-09,core_trade,1
FHEUSDT,2026-02-11,core_trade,1
POWERUSDT,2026-02-11,core_trade,1
ZROUSDT,2026-02-11,core_trade,1
BERAUSDT,2026-02-12,core_trade,1
BLESSUSDT,2026-02-12,core_trade,1
CLOUSDT,2026-02-12,core_trade,1
PLAYUSDT,2026-02-12,core_trade,1
FHEUSDT,2026-02-13,core_trade,1
NAORISUSDT,2026-02-13,core_trade,1
CLOUSDT,2026-02-14,core_trade,1
MOODENGUSDT,2026-02-14,core_trade,1
NAORISUSDT,2026-02-14,core_trade,1
SPACEUSDT,2026-02-14,core_trade,1
VVVUSDT,2026-02-14,core_trade,1
POWERUSDT,2026-02-15,core_trade,1
SAGAUSDT,2026-02-15,core_trade,1
INITUSDT,2026-02-16,core_trade,1
PLAYUSDT,2026-02-16,core_trade,1
SPACEUSDT,2026-02-16,core_trade,1
ORCAUSDT,2026-02-17,core_trade,1
PIPPINUSDT,2026-02-17,core_trade,1
SPACEUSDT,2026-02-17,core_trade,1
NAORISUSDT,2026-02-18,core_trade,1
USELESSUSDT,2026-02-19,core_trade,1
ALLOUSDT,2026-02-21,core_trade,1
MYXUSDT,2026-02-21,core_trade,1
MYXUSDT,2026-02-23,core_trade,1
RAVEUSDT,2026-02-23,core_trade,1
MYXUSDT,2026-02-24,core_trade,1
POWERUSDT,2026-02-24,core_trade,1
DUSDT,2026-02-26,core_trade,1
GWEIUSDT,2026-02-26,core_trade,1
MYXUSDT,2026-02-26,core_trade,1
SIRENUSDT,2026-02-26,core_trade,1
UAIUSDT,2026-02-26,core_trade,1
ALICEUSDT,2026-02-27,core_trade,1
POWERUSDT,2026-02-27,core_trade,1
SAHARAUSDT,2026-02-27,core_trade,1
GWEIUSDT,2026-02-28,core_trade,1
RIVERUSDT,2026-03-01,core_trade,1
POWERUSDT,2026-03-02,core_trade,1
ROBOUSDT,2026-03-02,core_trade,1
KATUSDT,2026-03-03,core_trade,1
POWERUSDT,2026-03-03,core_trade,1
POWERUSDT,2026-03-04,core_trade,1
SIGNUSDT,2026-03-04,core_trade,1
SIRENUSDT,2026-03-04,core_trade,1
GWEIUSDT,2026-03-05,core_trade,1
ORCAUSDT,2026-03-05,core_trade,1
PLUMEUSDT,2026-03-06,core_trade,1
UAIUSDT,2026-03-06,core_trade,1
FHEUSDT,2026-03-08,core_trade,1
NAORISUSDT,2026-03-08,core_trade,1
PIXELUSDT,2026-03-10,core_trade,1
PLAYUSDT,2026-03-11,core_trade,1
PIXELUSDT,2026-03-12,core_trade,1
PIXELUSDT,2026-03-13,core_trade,1
BANANAS31USDT,2026-03-14,core_trade,1
AGTUSDT,2026-03-16,core_trade,1
PIPPINUSDT,2026-03-16,core_trade,1
REZUSDT,2026-03-16,core_trade,1
SIRENUSDT,2026-03-16,core_trade,1
PIPPINUSDT,2026-03-17,core_trade,1
PIPPINUSDT,2026-03-18,core_trade,1
ROBOUSDT,2026-03-18,core_trade,1
UAIUSDT,2026-03-20,core_trade,1
FOLKSUSDT,2026-03-21,core_trade,1
UAIUSDT,2026-03-21,core_trade,1
BANANAS31USDT,2026-03-22,core_trade,1
SIRENUSDT,2026-03-22,core_trade,1
SIRENUSDT,2026-03-23,core_trade,1
币安人生USDT,2026-03-23,core_trade,1
NAORISUSDT,2026-03-24,core_trade,1
ONTUSDT,2026-03-24,core_trade,1
PIPPINUSDT,2026-03-24,core_trade,1
SIRENUSDT,2026-03-24,core_trade,1
PIPPINUSDT,2026-03-25,core_trade,1
SIRENUSDT,2026-03-25,core_trade,1
BLESSUSDT,2026-03-26,core_trade,1
UBUSDT,2026-03-26,core_trade,1
SIRENUSDT,2026-03-27,core_trade,1
NOMUSDT,2026-03-28,core_trade,1
PLAYUSDT,2026-03-28,core_trade,1
SIRENUSDT,2026-03-28,core_trade,1
NOMUSDT,2026-03-29,core_trade,1
PLAYUSDT,2026-03-29,core_trade,1
ONTUSDT,2026-03-30,core_trade,1
SIRENUSDT,2026-03-31,core_trade,1
BASEDUSDT,2026-04-01,core_trade,1
NOMUSDT,2026-04-01,core_trade,1
SIRENUSDT,2026-04-01,core_trade,1
STOUSDT,2026-04-01,core_trade,1
AIOTUSDT,2026-04-02,core_trade,1
DUSDT,2026-04-02,core_trade,1
ONTUSDT,2026-04-02,core_trade,1
SIRENUSDT,2026-04-02,core_trade,1
STOUSDT,2026-04-02,core_trade,1
AIOTUSDT,2026-04-03,core_trade,1
NOMUSDT,2026-04-03,core_trade,1
PIPPINUSDT,2026-04-03,core_trade,1
STOUSDT,2026-04-03,core_trade,1
TAGUSDT,2026-04-03,core_trade,1
AIOTUSDT,2026-04-04,core_trade,1
SKYAIUSDT,2026-04-04,core_trade,1
STOUSDT,2026-04-04,core_trade,1
DUSDT,2026-04-05,core_trade,1
PIPPINUSDT,2026-04-05,core_trade,1
SIRENUSDT,2026-04-05,core_trade,1
PLAYUSDT,2026-04-06,core_trade,1
FOLKSUSDT,2026-04-07,core_trade,1
REDUSDT,2026-04-07,core_trade,1
SWARMSUSDT,2026-04-07,core_trade,1
币安人生USDT,2026-04-08,core_trade,1
AGTUSDT,2026-04-09,core_trade,1
ENJUSDT,2026-04-09,core_trade,1
FARTCOINUSDT,2026-04-09,core_trade,1
NAORISUSDT,2026-04-09,core_trade,1
AGTUSDT,2026-04-10,core_trade,1
BASUSDT,2026-04-10,core_trade,1
NOMUSDT,2026-04-10,core_trade,1
RAVEUSDT,2026-04-10,core_trade,1
AIOTUSDT,2026-04-11,core_trade,1
BASUSDT,2026-04-11,core_trade,1
NOMUSDT,2026-04-11,core_trade,1
QUSDT,2026-04-11,core_trade,1
RAVEUSDT,2026-04-11,core_trade,1
SKYAIUSDT,2026-04-11,core_trade,1
TRADOORUSDT,2026-04-11,core_trade,1
AINUSDT,2026-04-12,core_trade,1
AIOTUSDT,2026-04-12,core_trade,1
AIOUSDT,2026-04-12,core_trade,1
CTSIUSDT,2026-04-12,core_trade,1
ENJUSDT,2026-04-12,core_trade,1
SKYAIUSDT,2026-04-12,core_trade,1
TRADOORUSDT,2026-04-12,core_trade,1
BANUSDT,2026-04-13,core_trade,1
CHILLGUYUSDT,2026-04-13,core_trade,1
DRIFTUSDT,2026-04-13,core_trade,1
FIGHTUSDT,2026-04-13,core_trade,1
INXUSDT,2026-04-13,core_trade,1
LABUSDT,2026-04-13,core_trade,1
XNYUSDT,2026-04-13,core_trade,1
AIAUSDT,2026-04-14,core_trade,1
AKEUSDT,2026-04-14,core_trade,1
ARIAUSDT,2026-04-14,core_trade,1
AVAAIUSDT,2026-04-14,core_trade,1
BLESSUSDT,2026-04-14,core_trade,1
BUSDT,2026-04-14,core_trade,1
COAIUSDT,2026-04-14,core_trade,1
MYXUSDT,2026-04-14,core_trade,1
OGUSDT,2026-04-14,core_trade,1
RAVEUSDT,2026-04-14,core_trade,1
XNYUSDT,2026-04-14,core_trade,1
ZBTUSDT,2026-04-14,core_trade,1
BLESSUSDT,2026-04-15,core_trade,1
BRUSDT,2026-04-15,core_trade,1
LYNUSDT,2026-04-15,core_trade,1
RAVEUSDT,2026-04-15,core_trade,1
币安人生USDT,2026-04-15,core_trade,1
4USDT,2026-04-16,core_trade,1
AKEUSDT,2026-04-16,core_trade,1
ALTUSDT,2026-04-16,core_trade,1
APRUSDT,2026-04-16,core_trade,1
ARIAUSDT,2026-04-16,core_trade,1
BASEDUSDT,2026-04-16,core_trade,1
BIOUSDT,2026-04-16,core_trade,1
BLESSUSDT,2026-04-16,core_trade,1
BRUSDT,2026-04-16,core_trade,1
KOMAUSDT,2026-04-16,core_trade,1
ORDIUSDT,2026-04-16,core_trade,1
PIPPINUSDT,2026-04-16,core_trade,1
PLAYUSDT,2026-04-16,core_trade,1
RAVEUSDT,2026-04-16,core_trade,1
SIGNUSDT,2026-04-16,core_trade,1
SIRENUSDT,2026-04-16,core_trade,1
TSTUSDT,2026-04-16,core_trade,1
WALUSDT,2026-04-16,core_trade,1
1000SATSUSDT,2026-04-17,core_trade,1
BASEDUSDT,2026-04-17,core_trade,1
CLOUSDT,2026-04-17,core_trade,1
EULUSDT,2026-04-17,core_trade,1
JCTUSDT,2026-04-17,core_trade,1
LYNUSDT,2026-04-17,core_trade,1
MOVRUSDT,2026-04-17,core_trade,1
ORDIUSDT,2026-04-17,core_trade,1
PRLUSDT,2026-04-17,core_trade,1
QUSDT,2026-04-17,core_trade,1
SAPIENUSDT,2026-04-17,core_trade,1
SIRENUSDT,2026-04-17,core_trade,1
TAKEUSDT,2026-04-17,core_trade,1
TSTUSDT,2026-04-17,core_trade,1
XVGUSDT,2026-04-17,core_trade,1
AIOTUSDT,2026-04-18,core_trade,1
BASEDUSDT,2026-04-18,core_trade,1
DIAUSDT,2026-04-18,core_trade,1
FHEUSDT,2026-04-18,core_trade,1
GENIUSUSDT,2026-04-18,core_trade,1
HIGHUSDT,2026-04-18,core_trade,1
LIGHTUSDT,2026-04-18,core_trade,1
MEGAUSDT,2026-04-18,core_trade,1
PORTALUSDT,2026-04-18,core_trade,1
PROMUSDT,2026-04-18,core_trade,1
RAVEUSDT,2026-04-18,core_trade,1
SOLVUSDT,2026-04-18,core_trade,1
TAKEUSDT,2026-04-18,core_trade,1
TSTUSDT,2026-04-18,core_trade,1
VICUSDT,2026-04-18,core_trade,1
币安人生USDT,2026-04-18,core_trade,1
AIOTUSDT,2026-04-19,core_trade,1
BULLAUSDT,2026-04-19,core_trade,1
GWEIUSDT,2026-04-19,core_trade,1
HIGHUSDT,2026-04-19,core_trade,1
PROMUSDT,2026-04-19,core_trade,1
RAVEUSDT,2026-04-19,core_trade,1
SIRENUSDT,2026-04-19,core_trade,1
TAKEUSDT,2026-04-19,core_trade,1
AIOTUSDT,2026-04-20,core_trade,1
BSBUSDT,2026-04-20,core_trade,1
HIGHUSDT,2026-04-20,core_trade,1
PIEVERSEUSDT,2026-04-20,core_trade,1
RAVEUSDT,2026-04-20,core_trade,1
SKYAIUSDT,2026-04-20,core_trade,1
TAKEUSDT,2026-04-20,core_trade,1
BASEDUSDT,2026-04-21,core_trade,1
BASUSDT,2026-04-21,core_trade,1
CHIPUSDT,2026-04-21,core_trade,1
EDUUSDT,2026-04-21,core_trade,1
FIGHTUSDT,2026-04-21,core_trade,1
RAVEUSDT,2026-04-21,core_trade,1
BASUSDT,2026-04-22,core_trade,1
BSBUSDT,2026-04-22,core_trade,1
CHIPUSDT,2026-04-22,core_trade,1
METUSDT,2026-04-22,core_trade,1
RAVEUSDT,2026-04-22,core_trade,1
TAKEUSDT,2026-04-22,core_trade,1
UBUSDT,2026-04-22,core_trade,1
1000RATSUSDT,2026-04-23,core_trade,1
BASUSDT,2026-04-23,core_trade,1
MEGAUSDT,2026-04-23,core_trade,1
MOVRUSDT,2026-04-23,core_trade,1
ONUSDT,2026-04-23,core_trade,1
QUSDT,2026-04-23,core_trade,1
UBUSDT,2026-04-23,core_trade,1
BASUSDT,2026-04-24,core_trade,1
CYSUSDT,2026-04-24,core_trade,1
KATUSDT,2026-04-24,core_trade,1
LABUSDT,2026-04-24,core_trade,1
MOVRUSDT,2026-04-24,core_trade,1
TRADOORUSDT,2026-04-24,core_trade,1
APEUSDT,2026-04-25,core_trade,1
AXSUSDT,2026-04-25,core_trade,1
BASUSDT,2026-04-25,core_trade,1
BSBUSDT,2026-04-25,core_trade,1
BULLAUSDT,2026-04-25,core_trade,1
CYSUSDT,2026-04-25,core_trade,1
DUSDT,2026-04-25,core_trade,1
HYPERUSDT,2026-04-25,core_trade,1
MOVRUSDT,2026-04-25,core_trade,1
PLAYUSDT,2026-04-25,core_trade,1
SONICUSDT,2026-04-26,core_trade,1
AGTUSDT,2026-04-27,core_trade,1
B2USDT,2026-04-27,core_trade,1
BSBUSDT,2026-04-27,core_trade,1
PRLUSDT,2026-04-27,core_trade,1
SONICUSDT,2026-04-27,core_trade,1
AIOTUSDT,2026-04-28,core_trade,1
BSBUSDT,2026-04-28,core_trade,1
PRLUSDT,2026-04-28,core_trade,1
SKYAIUSDT,2026-04-28,core_trade,1
AGTUSDT,2026-04-29,core_trade,1
AIOTUSDT,2026-04-29,core_trade,1
BSBUSDT,2026-04-29,core_trade,1
PUMPBTCUSDT,2026-04-29,core_trade,1
DRIFTUSDT,2026-04-30,core_trade,1
NAORISUSDT,2026-04-30,core_trade,1
BUSDT,2026-05-01,core_trade,1
DUSDT,2026-05-01,core_trade,1
GUAUSDT,2026-05-01,core_trade,1
NAORISUSDT,2026-05-01,core_trade,1
NFPUSDT,2026-05-01,core_trade,1
ONUSDT,2026-05-01,core_trade,1
ZEREBROUSDT,2026-05-01,core_trade,1
B2USDT,2026-05-02,core_trade,1
BUSDT,2026-05-02,core_trade,1
FHEUSDT,2026-05-02,core_trade,1
XNYUSDT,2026-05-02,core_trade,1
币安人生USDT,2026-05-02,core_trade,1
AIGENSYNUSDT,2026-05-03,core_trade,1
LABUSDT,2026-05-03,core_trade,1
SPACEUSDT,2026-05-03,core_trade,1
UBUSDT,2026-05-03,core_trade,1
4USDT,2026-05-04,core_trade,1
LABUSDT,2026-05-04,core_trade,1
NAORISUSDT,2026-05-04,core_trade,1
SKYAIUSDT,2026-05-04,core_trade,1
TSTUSDT,2026-05-04,core_trade,1
DOGSUSDT,2026-05-05,core_trade,1
EIGENUSDT,2026-05-05,core_trade,1
LABUSDT,2026-05-05,core_trade,1
NAORISUSDT,2026-05-05,core_trade,1
TAGUSDT,2026-05-05,core_trade,1
TSTUSDT,2026-05-05,core_trade,1
ZEREBROUSDT,2026-05-05,core_trade,1
FHEUSDT,2026-05-06,core_trade,1
DOGSUSDT,2026-05-07,core_trade,1
DUSDT,2026-05-07,core_trade,1
EVAAUSDT,2026-05-07,core_trade,1
PLAYUSDT,2026-05-07,core_trade,1
SIRENUSDT,2026-05-07,core_trade,1
SKYAIUSDT,2026-05-07,core_trade,1
FILUSDT,2026-05-08,core_trade,1
PLAYUSDT,2026-05-08,core_trade,1
AGTUSDT,2026-05-09,core_trade,1
COLLECTUSDT,2026-05-09,core_trade,1
QUSDT,2026-05-09,core_trade,1
AGTUSDT,2026-05-10,core_trade,1
INXUSDT,2026-05-10,core_trade,1
QTUMUSDT,2026-05-10,core_trade,1
币安人生USDT,2026-05-10,core_trade,1
BUSDT,2026-05-11,core_trade,1
QUSDT,2026-05-11,core_trade,1
GTCUSDT,2026-05-12,core_trade,1
SAGAUSDT,2026-05-12,core_trade,1
VICUSDT,2026-05-12,core_trade,1
ONUSDT,2026-05-13,core_trade,1
SAGAUSDT,2026-05-13,core_trade,1
SIRENUSDT,2026-05-13,core_trade,1
AIGENSYNUSDT,2026-05-14,core_trade,1
BUSDT,2026-05-14,core_trade,1
DODOXUSDT,2026-05-14,core_trade,1
SIRENUSDT,2026-05-14,core_trade,1
NAORISUSDT,2026-05-15,core_trade,1
SIRENUSDT,2026-05-15,core_trade,1
CLOUSDT,2026-05-16,core_trade,1
AIAUSDT,2026-05-17,core_trade,1
EDENUSDT,2026-05-17,core_trade,1
QUSDT,2026-05-17,core_trade,1
AIAUSDT,2026-05-18,core_trade,1
AIGENSYNUSDT,2026-05-18,core_trade,1
ATUSDT,2026-05-18,core_trade,1
EDENUSDT,2026-05-18,core_trade,1
PROMUSDT,2026-05-18,core_trade,1
BLUAIUSDT,2026-05-19,core_trade,1
CLOUSDT,2026-05-19,core_trade,1
EDENUSDT,2026-05-20,core_trade,1
FIDAUSDT,2026-05-20,core_trade,1
LABUSDT,2026-05-20,core_trade,1
PLAYUSDT,2026-05-20,core_trade,1
BSBUSDT,2026-05-21,core_trade,1
BUSDT,2026-05-21,core_trade,1
FIDAUSDT,2026-05-21,core_trade,1
BEATUSDT,2026-05-22,core_trade,1
BSBUSDT,2026-05-22,core_trade,1
EDENUSDT,2026-05-22,core_trade,1
OPGUSDT,2026-05-22,core_trade,1
PLAYUSDT,2026-05-22,core_trade,1
BEATUSDT,2026-05-23,core_trade,1
EDENUSDT,2026-05-23,core_trade,1
GUAUSDT,2026-05-23,core_trade,1
AGTUSDT,2026-05-24,core_trade,1
B2USDT,2026-05-24,core_trade,1
BSBUSDT,2026-05-24,core_trade,1
BSBUSDT,2026-05-25,core_trade,1
ESPORTSUSDT,2026-05-25,core_trade,1
HANAUSDT,2026-05-25,core_trade,1
INUSDT,2026-05-25,core_trade,1
PHAUSDT,2026-05-25,core_trade,1
BSBUSDT,2026-05-26,core_trade,1
PHAUSDT,2026-05-26,core_trade,1
DRIFTUSDT,2026-05-27,core_trade,1
ESPORTSUSDT,2026-05-27,core_trade,1
GUAUSDT,2026-05-27,core_trade,1
PLAYUSDT,2026-05-27,core_trade,1
AIOTUSDT,2026-05-28,core_trade,1
CLOUSDT,2026-05-28,core_trade,1
PRLUSDT,2026-05-28,core_trade,1
VICUSDT,2026-05-28,core_trade,1
ESPORTSUSDT,2026-05-29,core_trade,1
GUAUSDT,2026-05-29,core_trade,1
HEIUSDT,2026-05-29,core_trade,1
USUSDT,2026-05-29,core_trade,1
HEIUSDT,2026-05-30,core_trade,1
HUSDT,2026-05-30,core_trade,1
NFPUSDT,2026-05-30,core_trade,1
PORTALUSDT,2026-05-30,core_trade,1
XLMUSDT,2026-05-30,core_trade,1
GUNUSDT,2026-05-31,core_trade,1
PLAYUSDT,2026-05-31,core_trade,1
SIRENUSDT,2026-05-31,core_trade,1
STGUSDT,2026-05-31,core_trade,1
EDGEUSDT,2026-06-01,core_trade,1
LABUSDT,2026-06-01,core_trade,1
PLAYUSDT,2026-06-01,core_trade,1
PORTALUSDT,2026-06-01,core_trade,1
STGUSDT,2026-06-01,core_trade,1
TONUSDT,2026-06-01,core_trade,1
BSBUSDT,2026-06-02,core_trade,1
LABUSDT,2026-06-02,core_trade,1
PORTALUSDT,2026-06-02,core_trade,1
SKYAIUSDT,2026-06-02,core_trade,1
STGUSDT,2026-06-02,core_trade,1
PLAYUSDT,2026-06-03,core_trade,1
SKYAIUSDT,2026-06-03,core_trade,1
CLOUSDT,2026-06-04,core_trade,1
LABUSDT,2026-06-04,core_trade,1
LABUSDT,2026-06-05,core_trade,1
ZECUSDT,2026-06-05,core_trade,1
HIGHUSDT,2026-06-06,core_trade,1
HUSDT,2026-06-06,core_trade,1
PORTALUSDT,2026-06-06,core_trade,1
SKYAIUSDT,2026-06-06,core_trade,1
WLDUSDT,2026-06-06,core_trade,1
BLESSUSDT,2026-06-07,core_trade,1
DUSDT,2026-06-07,core_trade,1
LABUSDT,2026-06-07,core_trade,1
SKYAIUSDT,2026-06-07,core_trade,1
WLDUSDT,2026-06-07,core_trade,1
CLOUSDT,2026-06-08,core_trade,1
HUSDT,2026-06-08,core_trade,1
PIPPINUSDT,2026-06-08,core_trade,1
SIRENUSDT,2026-06-08,core_trade,1
4USDT,2026-06-09,core_trade,1
HUSDT,2026-06-09,core_trade,1
PIPPINUSDT,2026-06-09,core_trade,1
SKYAIUSDT,2026-06-09,core_trade,1
HUSDT,2026-06-10,core_trade,1
PLAYUSDT,2026-06-10,core_trade,1
STGUSDT,2026-06-10,core_trade,1
HMSTRUSDT,2026-06-11,core_trade,1
HUSDT,2026-06-11,core_trade,1
STGUSDT,2026-06-11,core_trade,1
HMSTRUSDT,2026-06-12,core_trade,1
HUSDT,2026-06-12,core_trade,1
NAORISUSDT,2026-06-12,core_trade,1
SKYAIUSDT,2026-06-12,core_trade,1
TRUMPUSDT,2026-06-12,core_trade,1
SIRENUSDT,2026-06-13,core_trade,1
STGUSDT,2026-06-13,core_trade,1
ALLOUSDT,2026-06-14,core_trade,1
BEATUSDT,2026-06-14,core_trade,1
ESPORTSUSDT,2026-06-14,core_trade,1
HUSDT,2026-06-14,core_trade,1
PLAYUSDT,2026-06-14,core_trade,1
RIFUSDT,2026-06-14,core_trade,1
VELVETUSDT,2026-06-14,core_trade,1
BEATUSDT,2026-06-15,core_trade,1
HUSDT,2026-06-15,core_trade,1
JTOUSDT,2026-06-15,core_trade,1
BEATUSDT,2026-06-16,core_trade,1
HUSDT,2026-06-16,core_trade,1
SPACEUSDT,2026-06-16,core_trade,1
CLOUSDT,2026-06-18,core_trade,1
ESPORTSUSDT,2026-06-18,core_trade,1
GUAUSDT,2026-06-18,core_trade,1
BEATUSDT,2026-06-19,core_trade,1
VELVETUSDT,2026-06-19,core_trade,1
